Datetime,volatility,text
2017-03-07 13:41:00,0.0001724928014653364,"Don't worry, getting rid of state lines, which will promote competition, will be in phase 2 & 3 of healthcare rollout. @foxandfriends"
2017-03-07 13:46:00,6.773012085503903e-05,I am working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!
2017-03-07 14:14:00,8.92090450827015e-05,"Don't let the FAKE NEWS tell you that there is big infighting in the Trump Admin. We are getting along great, and getting major things done!"
2017-03-08 00:14:00,7.087673302835792e-05,I feel sure that my friend @RandPaul will come along with the new and great health care program because he knows Obamacare is a disaster!
2017-03-08 11:12:00,0.0002145351298136616,I have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy.
2017-03-08 11:13:00,0.00017211752177568522,"On International Women's Day, join me in honoring the critical role of women here in America & around the world."
2017-03-08 12:11:00,0.00013560510934619788,LinkedIn Workforce Report: January and February were the strongest consecutive months for hiring since August and September 2015
2017-03-08 23:54:00,2.9271211804036764e-05,"Great news. We are only just beginning. Together, we are going to #MAGA! https://instagram.com/p/BRZROKmg-st/ pic.twitter.com/K7yeBZsf6r"
2017-03-09 17:01:00,0.00013226609308566566,"Despite what you hear in the press, healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!"
2017-03-09 22:36:00,4.014239398128493e-05,'U.S. Consumer Comfort Just Reached Its Highest Level in a Decade' https://www.bloomberg.com/amp/news/articles/2017-03-09/u-s-consumer-comfort-reaches-decade-high-on-economic-optimism …pic.twitter.com/xC0piRa6eP
2017-03-09 23:11:00,9.442147788223943e-05,Honored to meet this years @SenateYouth delegates w/ @VP Pence in the East Room of the @WhiteHouse. Congratulations! http://www.USSenateYouth.org pic.twitter.com/WJc3gh7whC
2017-03-10 15:40:00,0.0007561152186086933,Weekly Address - 11:00 A.M. at the @WhiteHouse! #MAGA http://45.wh.gov/hcdvxr pic.twitter.com/Gb8iTGzb6j
2017-03-13 12:52:00,0.00015035741866512413,"It is amazing how rude much of the media is to my very hard working representatives. Be nice, you will do much better!"
2017-03-13 13:11:00,0.00023928320558653976,"ObamaCare is imploding. It is a disaster and 2017 will be the worst year yet, by far! Republicans will come together and save the day."
2017-03-13 17:20:00,5.34910262374891e-05,Healthcare listening session w/ @VP & @SecPriceMD. Watch: http://45.wh.gov/wmwewc #ReadTheBill: http://housegop.leadpages.co/healthcare/ #RepealAndReplacepic.twitter.com/35ym2Mwb9h
